"trial_id","clinician_id","round","experimental_cond","patient_demo","gender","race","numans","numtruth","treat_rec","guideline_treat","abserror","correct","error","accuracy","accuracy_norm","round_num","Round1","Round3"
1,84259,"Initial","Network","white male","M","W",35,12,"A","C",23,FALSE,19,-23,0.738636363636364,1,TRUE,TRUE
1,84259,"Second","Network","white male","M","W",25,12,"A","C",13,FALSE,9,-13,0.852272727272727,2,TRUE,TRUE
1,84259,"Final","Network","white male","M","W",20,12,"A","C",8,FALSE,4,-8,0.909090909090909,3,TRUE,TRUE
1,84276,"Initial","Network","white male","M","W",8,12,"B","C",4,FALSE,-8,-4,0.954545454545455,1,TRUE,TRUE
1,84276,"Second","Network","white male","M","W",10,12,"B","C",2,FALSE,-6,-2,0.977272727272727,2,TRUE,TRUE
1,84276,"Final","Network","white male","M","W",8,12,"B","C",4,FALSE,-8,-4,0.954545454545455,3,TRUE,TRUE
1,84288,"Initial","Network","white male","M","W",25,12,"B","C",13,FALSE,9,-13,0.852272727272727,1,TRUE,TRUE
1,84288,"Second","Network","white male","M","W",7.75,12,"B","C",4.25,FALSE,-8.25,-4.25,0.951704545454545,2,TRUE,TRUE
1,84288,"Final","Network","white male","M","W",7.75,12,"B","C",4.25,FALSE,-8.25,-4.25,0.951704545454545,3,TRUE,TRUE
1,84293,"Second","Network","white male","M","W",10,12,"B","C",2,FALSE,-6,-2,0.977272727272727,2,TRUE,TRUE
1,84293,"Final","Network","white male","M","W",14,12,"B","C",2,FALSE,-2,-2,0.977272727272727,3,TRUE,TRUE
1,84296,"Initial","Network","white male","M","W",5,12,"A","C",7,FALSE,-11,-7,0.920454545454545,1,TRUE,TRUE
1,84296,"Second","Network","white male","M","W",5,12,"A","C",7,FALSE,-11,-7,0.920454545454545,2,TRUE,TRUE
1,84296,"Final","Network","white male","M","W",5,12,"A","C",7,FALSE,-11,-7,0.920454545454545,3,TRUE,TRUE
1,84301,"Initial","Network","white male","M","W",30,12,"B","C",18,FALSE,14,-18,0.795454545454545,1,TRUE,TRUE
1,84301,"Second","Network","white male","M","W",20,12,"B","C",8,FALSE,4,-8,0.909090909090909,2,TRUE,TRUE
1,84301,"Final","Network","white male","M","W",20,12,"B","C",8,FALSE,4,-8,0.909090909090909,3,TRUE,TRUE
1,84321,"Initial","Network","white male","M","W",10,12,"A","C",2,FALSE,-6,-2,0.977272727272727,1,TRUE,TRUE
1,84321,"Second","Network","white male","M","W",20,12,"B","C",8,FALSE,4,-8,0.909090909090909,2,TRUE,TRUE
1,84321,"Final","Network","white male","M","W",16,12,"B","C",4,FALSE,0,-4,0.954545454545455,3,TRUE,TRUE
1,84352,"Second","Network","white male","M","W",5,12,"B","C",7,FALSE,-11,-7,0.920454545454545,2,TRUE,TRUE
1,84352,"Final","Network","white male","M","W",15,12,"B","C",3,FALSE,-1,-3,0.965909090909091,3,TRUE,TRUE
1,84355,"Second","Network","white male","M","W",1.7,12,"A","C",10.3,FALSE,-14.3,-10.3,0.882954545454545,2,TRUE,TRUE
1,84373,"Initial","Network","white male","M","W",5,12,"B","C",7,FALSE,-11,-7,0.920454545454545,1,TRUE,TRUE
1,84373,"Second","Network","white male","M","W",7,12,"B","C",5,FALSE,-9,-5,0.943181818181818,2,TRUE,TRUE
1,84373,"Final","Network","white male","M","W",7,12,"B","C",5,FALSE,-9,-5,0.943181818181818,3,TRUE,TRUE
1,84387,"Second","Network","white male","M","W",7,12,"B","C",5,FALSE,-9,-5,0.943181818181818,2,TRUE,TRUE
1,84387,"Final","Network","white male","M","W",7,12,"B","C",5,FALSE,-9,-5,0.943181818181818,3,TRUE,TRUE
1,84389,"Initial","Network","white male","M","W",60,12,"C","C",48,TRUE,44,-48,0.454545454545455,1,TRUE,TRUE
1,84389,"Second","Network","white male","M","W",8,12,"A","C",4,FALSE,-8,-4,0.954545454545455,2,TRUE,TRUE
1,84389,"Final","Network","white male","M","W",15,12,"A","C",3,FALSE,-1,-3,0.965909090909091,3,TRUE,TRUE
1,84396,"Initial","Network","white male","M","W",20,12,"B","C",8,FALSE,4,-8,0.909090909090909,1,TRUE,TRUE
1,84396,"Second","Network","white male","M","W",16,12,"B","C",4,FALSE,0,-4,0.954545454545455,2,TRUE,TRUE
1,84396,"Final","Network","white male","M","W",15,12,"B","C",3,FALSE,-1,-3,0.965909090909091,3,TRUE,TRUE
1,84401,"Initial","Network","white male","M","W",17,12,"C","C",5,TRUE,1,-5,0.943181818181818,1,TRUE,TRUE
1,84401,"Second","Network","white male","M","W",17,12,"C","C",5,TRUE,1,-5,0.943181818181818,2,TRUE,TRUE
1,84401,"Final","Network","white male","M","W",17,12,"B","C",5,FALSE,1,-5,0.943181818181818,3,TRUE,TRUE
1,84407,"Initial","Network","white male","M","W",5,12,"A","C",7,FALSE,-11,-7,0.920454545454545,1,TRUE,TRUE
1,84407,"Second","Network","white male","M","W",7.5,12,"A","C",4.5,FALSE,-8.5,-4.5,0.948863636363636,2,TRUE,TRUE
1,84407,"Final","Network","white male","M","W",6.5,12,"A","C",5.5,FALSE,-9.5,-5.5,0.9375,3,TRUE,TRUE
1,84409,"Initial","Network","white male","M","W",12,12,"B","C",0,FALSE,-4,0,1,1,TRUE,TRUE
1,84409,"Second","Network","white male","M","W",12,12,"B","C",0,FALSE,-4,0,1,2,TRUE,TRUE
1,84409,"Final","Network","white male","M","W",12,12,"B","C",0,FALSE,-4,0,1,3,TRUE,TRUE
1,84410,"Initial","Network","white male","M","W",15,12,"B","C",3,FALSE,-1,-3,0.965909090909091,1,TRUE,TRUE
1,84410,"Second","Network","white male","M","W",15,12,"C","C",3,TRUE,-1,-3,0.965909090909091,2,TRUE,TRUE
1,84410,"Final","Network","white male","M","W",15,12,"C","C",3,TRUE,-1,-3,0.965909090909091,3,TRUE,TRUE
2,89259,"Initial","Network","white male","M","W",10,12,"C","C",2,TRUE,-6,-2,0.977272727272727,1,TRUE,TRUE
2,89259,"Second","Network","white male","M","W",15,12,"C","C",3,TRUE,-1,-3,0.965909090909091,2,TRUE,TRUE
2,89259,"Final","Network","white male","M","W",15,12,"C","C",3,TRUE,-1,-3,0.965909090909091,3,TRUE,TRUE
2,89260,"Initial","Network","white male","M","W",15,12,"B","C",3,FALSE,-1,-3,0.965909090909091,1,TRUE,TRUE
2,89260,"Second","Network","white male","M","W",12,12,"B","C",0,FALSE,-4,0,1,2,TRUE,TRUE
2,89260,"Final","Network","white male","M","W",12,12,"B","C",0,FALSE,-4,0,1,3,TRUE,TRUE
2,89261,"Second","Network","white male","M","W",10,12,"B","C",2,FALSE,-6,-2,0.977272727272727,2,TRUE,TRUE
2,89261,"Final","Network","white male","M","W",10,12,"B","C",2,FALSE,-6,-2,0.977272727272727,3,TRUE,TRUE
2,89262,"Initial","Network","white male","M","W",12,12,"B","C",0,FALSE,-4,0,1,1,TRUE,TRUE
2,89262,"Second","Network","white male","M","W",13,12,"B","C",1,FALSE,-3,-1,0.988636363636364,2,TRUE,TRUE
2,89262,"Final","Network","white male","M","W",13,12,"B","C",1,FALSE,-3,-1,0.988636363636364,3,TRUE,TRUE
2,89263,"Initial","Network","white male","M","W",5,12,"B","C",7,FALSE,-11,-7,0.920454545454545,1,TRUE,TRUE
2,89263,"Second","Network","white male","M","W",5,12,"A","C",7,FALSE,-11,-7,0.920454545454545,2,TRUE,TRUE
2,89263,"Final","Network","white male","M","W",5,12,"A","C",7,FALSE,-11,-7,0.920454545454545,3,TRUE,TRUE
2,89264,"Initial","Network","white male","M","W",15,12,"B","C",3,FALSE,-1,-3,0.965909090909091,1,TRUE,TRUE
2,89264,"Second","Network","white male","M","W",15,12,"B","C",3,FALSE,-1,-3,0.965909090909091,2,TRUE,TRUE
2,89264,"Final","Network","white male","M","W",15,12,"B","C",3,FALSE,-1,-3,0.965909090909091,3,TRUE,TRUE
2,89272,"Initial","Network","white male","M","W",15,12,"B","C",3,FALSE,-1,-3,0.965909090909091,1,TRUE,TRUE
2,89273,"Initial","Network","white male","M","W",5,12,"A","C",7,FALSE,-11,-7,0.920454545454545,1,TRUE,TRUE
2,89273,"Second","Network","white male","M","W",10,12,"A","C",2,FALSE,-6,-2,0.977272727272727,2,TRUE,TRUE
2,89273,"Final","Network","white male","M","W",8,12,"A","C",4,FALSE,-8,-4,0.954545454545455,3,TRUE,TRUE
2,89274,"Initial","Network","white male","M","W",5,12,"A","C",7,FALSE,-11,-7,0.920454545454545,1,TRUE,TRUE
2,89274,"Second","Network","white male","M","W",50,12,"C","C",38,TRUE,34,-38,0.568181818181818,2,TRUE,TRUE
2,89274,"Final","Network","white male","M","W",10,12,"B","C",2,FALSE,-6,-2,0.977272727272727,3,TRUE,TRUE
2,89281,"Initial","Network","white male","M","W",100,12,"C","C",88,TRUE,84,-88,0,1,TRUE,TRUE
2,89281,"Second","Network","white male","M","W",10,12,"B","C",2,FALSE,-6,-2,0.977272727272727,2,TRUE,TRUE
2,89281,"Final","Network","white male","M","W",100,12,"C","C",88,TRUE,84,-88,0,3,TRUE,TRUE
2,89283,"Initial","Network","white male","M","W",25,12,"C","C",13,TRUE,9,-13,0.852272727272727,1,TRUE,TRUE
2,89283,"Second","Network","white male","M","W",15,12,"B","C",3,FALSE,-1,-3,0.965909090909091,2,TRUE,TRUE
2,89283,"Final","Network","white male","M","W",25,12,"D","C",13,FALSE,9,-13,0.852272727272727,3,TRUE,TRUE
2,89284,"Initial","Network","white male","M","W",20,12,"C","C",8,TRUE,4,-8,0.909090909090909,1,TRUE,TRUE
2,89284,"Second","Network","white male","M","W",20,12,"C","C",8,TRUE,4,-8,0.909090909090909,2,TRUE,TRUE
2,89284,"Final","Network","white male","M","W",20,12,"C","C",8,TRUE,4,-8,0.909090909090909,3,TRUE,TRUE
2,89285,"Initial","Network","white male","M","W",30,12,"B","C",18,FALSE,14,-18,0.795454545454545,1,TRUE,TRUE
2,89285,"Second","Network","white male","M","W",30,12,"B","C",18,FALSE,14,-18,0.795454545454545,2,TRUE,TRUE
2,89285,"Final","Network","white male","M","W",20,12,"B","C",8,FALSE,4,-8,0.909090909090909,3,TRUE,TRUE
2,89288,"Initial","Network","white male","M","W",25,12,"B","C",13,FALSE,9,-13,0.852272727272727,1,TRUE,TRUE
2,89288,"Second","Network","white male","M","W",20,12,"B","C",8,FALSE,4,-8,0.909090909090909,2,TRUE,TRUE
2,89288,"Final","Network","white male","M","W",20,12,"B","C",8,FALSE,4,-8,0.909090909090909,3,TRUE,TRUE
2,89289,"Initial","Network","white male","M","W",1,12,"B","C",11,FALSE,-15,-11,0.875,1,TRUE,TRUE
2,89289,"Second","Network","white male","M","W",3,12,"B","C",9,FALSE,-13,-9,0.897727272727273,2,TRUE,TRUE
2,89289,"Final","Network","white male","M","W",1,12,"B","C",11,FALSE,-15,-11,0.875,3,TRUE,TRUE
2,89290,"Initial","Network","white male","M","W",10,12,"A","C",2,FALSE,-6,-2,0.977272727272727,1,TRUE,TRUE
2,89290,"Second","Network","white male","M","W",20,12,"A","C",8,FALSE,4,-8,0.909090909090909,2,TRUE,TRUE
2,89290,"Final","Network","white male","M","W",8,12,"A","C",4,FALSE,-8,-4,0.954545454545455,3,TRUE,TRUE
2,89291,"Initial","Network","white male","M","W",30,12,"B","C",18,FALSE,14,-18,0.795454545454545,1,TRUE,TRUE
2,89291,"Second","Network","white male","M","W",20,12,"B","C",8,FALSE,4,-8,0.909090909090909,2,TRUE,TRUE
2,89291,"Final","Network","white male","M","W",25,12,"B","C",13,FALSE,9,-13,0.852272727272727,3,TRUE,TRUE
2,89294,"Initial","Network","white male","M","W",50,12,"B","C",38,FALSE,34,-38,0.568181818181818,1,TRUE,TRUE
2,89294,"Second","Network","white male","M","W",15,12,"B","C",3,FALSE,-1,-3,0.965909090909091,2,TRUE,TRUE
2,89294,"Final","Network","white male","M","W",25,12,"B","C",13,FALSE,9,-13,0.852272727272727,3,TRUE,TRUE
2,89295,"Second","Network","white male","M","W",15,12,"B","C",3,FALSE,-1,-3,0.965909090909091,2,TRUE,TRUE
2,89295,"Final","Network","white male","M","W",20,12,"B","C",8,FALSE,4,-8,0.909090909090909,3,TRUE,TRUE
2,89301,"Initial","Network","white male","M","W",15,12,"C","C",3,TRUE,-1,-3,0.965909090909091,1,TRUE,TRUE
2,89301,"Second","Network","white male","M","W",15,12,"C","C",3,TRUE,-1,-3,0.965909090909091,2,TRUE,TRUE
2,89301,"Final","Network","white male","M","W",15,12,"C","C",3,TRUE,-1,-3,0.965909090909091,3,TRUE,TRUE
2,89307,"Initial","Network","white male","M","W",0.3,12,"C","C",11.7,TRUE,-15.7,-11.7,0.867045454545455,1,TRUE,TRUE
2,89307,"Second","Network","white male","M","W",15,12,"C","C",3,TRUE,-1,-3,0.965909090909091,2,TRUE,TRUE
2,89307,"Final","Network","white male","M","W",10,12,"C","C",2,TRUE,-6,-2,0.977272727272727,3,TRUE,TRUE
2,89309,"Second","Network","white male","M","W",30,12,"C","C",18,TRUE,14,-18,0.795454545454545,2,TRUE,TRUE
2,89309,"Final","Network","white male","M","W",25,12,"C","C",13,TRUE,9,-13,0.852272727272727,3,TRUE,TRUE
2,89315,"Initial","Network","white male","M","W",10,12,"B","C",2,FALSE,-6,-2,0.977272727272727,1,TRUE,TRUE
2,89315,"Second","Network","white male","M","W",25,12,"B","C",13,FALSE,9,-13,0.852272727272727,2,TRUE,TRUE
2,89315,"Final","Network","white male","M","W",15,12,"B","C",3,FALSE,-1,-3,0.965909090909091,3,TRUE,TRUE
2,89320,"Initial","Network","white male","M","W",5,12,"A","C",7,FALSE,-11,-7,0.920454545454545,1,TRUE,TRUE
2,89320,"Second","Network","white male","M","W",6,12,"A","C",6,FALSE,-10,-6,0.931818181818182,2,TRUE,TRUE
2,89320,"Final","Network","white male","M","W",6,12,"A","C",6,FALSE,-10,-6,0.931818181818182,3,TRUE,TRUE
2,89321,"Initial","Network","white male","M","W",25,12,"C","C",13,TRUE,9,-13,0.852272727272727,1,TRUE,TRUE
2,89321,"Second","Network","white male","M","W",20,12,"C","C",8,TRUE,4,-8,0.909090909090909,2,TRUE,TRUE
2,89321,"Final","Network","white male","M","W",15,12,"C","C",3,TRUE,-1,-3,0.965909090909091,3,TRUE,TRUE
2,89747,"Initial","Network","white male","M","W",5,12,"B","C",7,FALSE,-11,-7,0.920454545454545,1,TRUE,TRUE
2,89747,"Second","Network","white male","M","W",15,12,"B","C",3,FALSE,-1,-3,0.965909090909091,2,TRUE,TRUE
2,89747,"Final","Network","white male","M","W",15,12,"B","C",3,FALSE,-1,-3,0.965909090909091,3,TRUE,TRUE
2,89822,"Initial","Network","white male","M","W",30,12,"B","C",18,FALSE,14,-18,0.795454545454545,1,TRUE,TRUE
2,89822,"Second","Network","white male","M","W",16,12,"B","C",4,FALSE,0,-4,0.954545454545455,2,TRUE,TRUE
2,89822,"Final","Network","white male","M","W",22,12,"B","C",10,FALSE,6,-10,0.886363636363636,3,TRUE,TRUE
2,90087,"Initial","Network","white male","M","W",45,12,"B","C",33,FALSE,29,-33,0.625,1,TRUE,TRUE
2,90087,"Second","Network","white male","M","W",11,12,"B","C",1,FALSE,-5,-1,0.988636363636364,2,TRUE,TRUE
2,90087,"Final","Network","white male","M","W",11,12,"B","C",1,FALSE,-5,-1,0.988636363636364,3,TRUE,TRUE
2,90711,"Initial","Network","white male","M","W",20,12,"A","C",8,FALSE,4,-8,0.909090909090909,1,TRUE,TRUE
2,90711,"Second","Network","white male","M","W",15,12,"A","C",3,FALSE,-1,-3,0.965909090909091,2,TRUE,TRUE
2,90711,"Final","Network","white male","M","W",10,12,"A","C",2,FALSE,-6,-2,0.977272727272727,3,TRUE,TRUE
2,90758,"Second","Network","white male","M","W",40,12,"B","C",28,FALSE,24,-28,0.681818181818182,2,TRUE,TRUE
2,90758,"Final","Network","white male","M","W",25,12,"D","C",13,FALSE,9,-13,0.852272727272727,3,TRUE,TRUE
2,90759,"Initial","Network","white male","M","W",20,12,"B","C",8,FALSE,4,-8,0.909090909090909,1,TRUE,TRUE
2,90759,"Second","Network","white male","M","W",18,12,"B","C",6,FALSE,2,-6,0.931818181818182,2,TRUE,TRUE
2,90759,"Final","Network","white male","M","W",20,12,"B","C",8,FALSE,4,-8,0.909090909090909,3,TRUE,TRUE
2,90760,"Initial","Network","white male","M","W",40,12,"C","C",28,TRUE,24,-28,0.681818181818182,1,TRUE,TRUE
2,90760,"Second","Network","white male","M","W",25,12,"B","C",13,FALSE,9,-13,0.852272727272727,2,TRUE,TRUE
2,90760,"Final","Network","white male","M","W",25,12,"A","C",13,FALSE,9,-13,0.852272727272727,3,TRUE,TRUE
2,90763,"Initial","Network","white male","M","W",15,12,"B","C",3,FALSE,-1,-3,0.965909090909091,1,TRUE,TRUE
2,90763,"Second","Network","white male","M","W",10,12,"B","C",2,FALSE,-6,-2,0.977272727272727,2,TRUE,TRUE
2,90763,"Final","Network","white male","M","W",15,12,"C","C",3,TRUE,-1,-3,0.965909090909091,3,TRUE,TRUE
2,90765,"Second","Network","white male","M","W",15,12,"B","C",3,FALSE,-1,-3,0.965909090909091,2,TRUE,TRUE
2,90765,"Final","Network","white male","M","W",15.5,12,"B","C",3.5,FALSE,-0.5,-3.5,0.960227272727273,3,TRUE,TRUE
2,90770,"Initial","Network","white male","M","W",10,12,"A","C",2,FALSE,-6,-2,0.977272727272727,1,TRUE,TRUE
2,90770,"Second","Network","white male","M","W",10,12,"A","C",2,FALSE,-6,-2,0.977272727272727,2,TRUE,TRUE
2,90770,"Final","Network","white male","M","W",10,12,"A","C",2,FALSE,-6,-2,0.977272727272727,3,TRUE,TRUE
3,90858,"Initial","Network","white male","M","W",1,12,"C","C",11,TRUE,-15,-11,0.875,1,TRUE,TRUE
3,90867,"Initial","Network","white male","M","W",3,12,"A","C",9,FALSE,-13,-9,0.897727272727273,1,TRUE,TRUE
3,90902,"Initial","Network","white male","M","W",5,12,"A","C",7,FALSE,-11,-7,0.920454545454545,1,TRUE,TRUE
3,91000,"Initial","Network","white male","M","W",1,12,"B","C",11,FALSE,-15,-11,0.875,1,TRUE,TRUE
3,91000,"Second","Network","white male","M","W",10,12,"C","C",2,TRUE,-6,-2,0.977272727272727,2,TRUE,TRUE
3,91000,"Final","Network","white male","M","W",1,12,"B","C",11,FALSE,-15,-11,0.875,3,TRUE,TRUE
3,91002,"Initial","Network","white male","M","W",16,12,"B","C",4,FALSE,0,-4,0.954545454545455,1,TRUE,TRUE
3,91002,"Second","Network","white male","M","W",16.8,12,"B","C",4.8,FALSE,0.800000000000001,-4.8,0.945454545454545,2,TRUE,TRUE
3,91029,"Initial","Network","white male","M","W",5.9,12,"C","C",6.1,TRUE,-10.1,-6.1,0.930681818181818,1,TRUE,TRUE
3,91029,"Second","Network","white male","M","W",6,12,"C","C",6,TRUE,-10,-6,0.931818181818182,2,TRUE,TRUE
3,91029,"Final","Network","white male","M","W",1.7,12,"B","C",10.3,FALSE,-14.3,-10.3,0.882954545454545,3,TRUE,TRUE
3,91057,"Initial","Network","white male","M","W",10,12,"A","C",2,FALSE,-6,-2,0.977272727272727,1,TRUE,TRUE
3,91057,"Second","Network","white male","M","W",10,12,"A","C",2,FALSE,-6,-2,0.977272727272727,2,TRUE,TRUE
3,91057,"Final","Network","white male","M","W",10,12,"A","C",2,FALSE,-6,-2,0.977272727272727,3,TRUE,TRUE
3,91083,"Initial","Network","white male","M","W",5,12,"B","C",7,FALSE,-11,-7,0.920454545454545,1,TRUE,TRUE
3,91083,"Second","Network","white male","M","W",10,12,"B","C",2,FALSE,-6,-2,0.977272727272727,2,TRUE,TRUE
3,91083,"Final","Network","white male","M","W",10,12,"B","C",2,FALSE,-6,-2,0.977272727272727,3,TRUE,TRUE
3,91100,"Initial","Network","white male","M","W",10,12,"A","C",2,FALSE,-6,-2,0.977272727272727,1,TRUE,TRUE
3,91100,"Second","Network","white male","M","W",25,12,"B","C",13,FALSE,9,-13,0.852272727272727,2,TRUE,TRUE
3,91123,"Second","Network","white male","M","W",15,12,"B","C",3,FALSE,-1,-3,0.965909090909091,2,TRUE,TRUE
3,91123,"Final","Network","white male","M","W",12,12,"B","C",0,FALSE,-4,0,1,3,TRUE,TRUE
3,91127,"Initial","Network","white male","M","W",6,12,"A","C",6,FALSE,-10,-6,0.931818181818182,1,TRUE,TRUE
3,91127,"Second","Network","white male","M","W",9,12,"B","C",3,FALSE,-7,-3,0.965909090909091,2,TRUE,TRUE
3,91127,"Final","Network","white male","M","W",15,12,"B","C",3,FALSE,-1,-3,0.965909090909091,3,TRUE,TRUE
3,91151,"Initial","Network","white male","M","W",1,12,"A","C",11,FALSE,-15,-11,0.875,1,TRUE,TRUE
3,91151,"Second","Network","white male","M","W",12,12,"C","C",0,TRUE,-4,0,1,2,TRUE,TRUE
3,91151,"Final","Network","white male","M","W",10.5,12,"B","C",1.5,FALSE,-5.5,-1.5,0.982954545454545,3,TRUE,TRUE
3,91167,"Initial","Network","white male","M","W",15,12,"B","C",3,FALSE,-1,-3,0.965909090909091,1,TRUE,TRUE
3,91167,"Second","Network","white male","M","W",12,12,"B","C",0,FALSE,-4,0,1,2,TRUE,TRUE
3,91167,"Final","Network","white male","M","W",12,12,"B","C",0,FALSE,-4,0,1,3,TRUE,TRUE
3,91176,"Initial","Network","white male","M","W",5,12,"B","C",7,FALSE,-11,-7,0.920454545454545,1,TRUE,TRUE
3,91176,"Second","Network","white male","M","W",4,12,"B","C",8,FALSE,-12,-8,0.909090909090909,2,TRUE,TRUE
3,91176,"Final","Network","white male","M","W",5,12,"C","C",7,TRUE,-11,-7,0.920454545454545,3,TRUE,TRUE
3,91186,"Initial","Network","white male","M","W",5,12,"B","C",7,FALSE,-11,-7,0.920454545454545,1,TRUE,TRUE
3,91186,"Second","Network","white male","M","W",10,12,"B","C",2,FALSE,-6,-2,0.977272727272727,2,TRUE,TRUE
3,91186,"Final","Network","white male","M","W",10,12,"B","C",2,FALSE,-6,-2,0.977272727272727,3,TRUE,TRUE
3,91190,"Initial","Network","white male","M","W",40,12,"D","C",28,FALSE,24,-28,0.681818181818182,1,TRUE,TRUE
3,91190,"Second","Network","white male","M","W",20,12,"C","C",8,TRUE,4,-8,0.909090909090909,2,TRUE,TRUE
3,91190,"Final","Network","white male","M","W",20,12,"C","C",8,TRUE,4,-8,0.909090909090909,3,TRUE,TRUE
3,91198,"Initial","Network","white male","M","W",10,12,"B","C",2,FALSE,-6,-2,0.977272727272727,1,TRUE,TRUE
3,91198,"Second","Network","white male","M","W",10,12,"B","C",2,FALSE,-6,-2,0.977272727272727,2,TRUE,TRUE
3,91198,"Final","Network","white male","M","W",10,12,"B","C",2,FALSE,-6,-2,0.977272727272727,3,TRUE,TRUE
